trial_id,epoch,train_loss,val_loss,train_mae,val_mae,learning_rate,elapsed_sec,lstm1_units,lstm2_units,dropout,batch_size,width_floor_pts,width_floor_weight,width_norm,width_floor_pct,mae_pts_GE1,mae_pts_GE2,mae_pts_VP,mae_pts_VA,mae_pts_CG,mae_pts_MB,mae_pts_MA,mae_pts_MP,cov_10_90_GE1,cov_10_90_GE2,cov_10_90_VP,cov_10_90_VA,cov_10_90_CG,cov_10_90_MB,cov_10_90_MA,cov_10_90_MP,width_10_90_GE1,width_10_90_GE2,width_10_90_VP,width_10_90_VA,width_10_90_CG,width_10_90_MB,width_10_90_MA,width_10_90_MP
v6-fb-final-v2,30,0.970272,1.241882,0.281472,0.288170,0.000795,3855.03,64,32,0.2,32,0.5,0.05,0.775,0.115,1.6410,0.6020,1.5706,0.0746,0.6412,1.4416,0.5783,0.6132,0.755,0.751,0.663,0.780,0.787,0.755,0.906,0.923,4.088,1.335,3.594,0.263,1.401,4.196,1.839,2.230
default,44,0.820971,1.035476,0.265653,0.277033,0.000789,5394.80,64,32,0.3,32,0.5,0.05,0.608,0.119,1.4828,0.6069,1.4638,0.0620,0.5738,1.3849,0.5773,0.7172,0.705,0.734,0.622,0.683,0.814,0.663,0.772,0.528,3.508,1.194,3.341,0.187,1.343,2.996,1.223,1.251
v6-fb-final-v2,31,0.968347,1.111876,0.282987,0.259360,0.000795,3982.27,64,32,0.2,32,0.5,0.05,0.778,0.114,1.3136,0.5927,1.3519,0.0468,0.6505,1.1818,0.6051,0.6624,0.816,0.864,0.755,0.775,0.833,0.814,0.906,0.855,4.212,1.526,3.657,0.253,1.593,3.950,1.856,1.982
default,45,0.813033,0.987276,0.263887,0.249620,0.000788,5514.41,64,32,0.3,32,0.5,0.05,0.650,0.118,1.5120,0.6365,1.1286,0.0285,0.5482,1.2001,0.5585,0.6580,0.666,0.697,0.838,0.915,0.835,0.702,0.840,0.760,3.687,1.168,3.842,0.189,1.310,3.198,1.330,1.421
v6-fb-final-v2,32,0.945219,1.299900,0.274138,0.277691,0.000795,4102.52,64,32,0.2,32,0.5,0.05,0.722,0.110,1.5794,0.5708,1.5431,0.0625,0.5877,1.3935,0.5761,0.6186,0.700,0.809,0.683,0.755,0.847,0.731,0.789,0.874,3.602,1.305,3.609,0.324,1.557,4.146,1.240,1.686
default,46,0.763668,1.177573,0.260013,0.263977,0.000787,5616.47,64,32,0.3,32,0.5,0.05,0.653,0.113,1.3561,0.5831,1.3503,0.0395,0.6357,1.3993,0.5788,0.6384,0.760,0.736,0.666,0.792,0.717,0.734,0.843,0.724,3.621,1.154,3.266,0.246,1.284,3.770,1.410,1.313
v6-fb-final-v2,33,0.942070,1.049814,0.274574,0.251297,0.000794,4204.31,64,32,0.2,32,0.5,0.05,0.584,0.116,1.2923,0.5868,1.2853,0.0606,0.5746,1.1773,0.5599,0.6404,0.770,0.760,0.649,0.521,0.768,0.688,0.736,0.826,3.321,1.174,2.840,0.200,1.254,2.987,1.090,1.477
default,47,0.796323,1.352408,0.261295,0.277798,0.000787,5717.61,64,32,0.3,32,0.5,0.05,0.735,0.106,1.4437,0.6036,1.4235,0.0415,0.5907,1.5720,0.5738,0.7042,0.760,0.768,0.731,0.814,0.806,0.724,0.763,0.685,4.066,1.255,3.948,0.358,1.402,4.153,1.217,1.488
v6-fb-final-v2,34,0.938699,1.119740,0.276689,0.265742,0.000794,4305.60,64,32,0.2,32,0.5,0.05,0.702,0.114,1.6226,0.6912,1.3584,0.0538,0.6040,1.0784,0.5676,0.6353,0.753,0.552,0.746,0.792,0.789,0.862,0.818,0.847,3.959,1.258,3.339,0.257,1.480,3.990,1.363,1.612
default,48,0.765354,1.006218,0.257730,0.268105,0.000786,5821.28,64,32,0.3,32,0.5,0.05,0.664,0.118,1.3908,0.5837,1.1643,0.1050,0.6819,1.3263,0.5705,0.6446,0.787,0.765,0.852,0.300,0.734,0.736,0.809,0.799,3.802,1.128,3.789,0.236,1.358,3.333,1.328,1.406
v6-fb-final-v2,35,0.922440,1.258227,0.276540,0.313105,0.000793,4410.52,64,32,0.2,32,0.5,0.05,0.712,0.107,1.6743,0.7007,1.7399,0.0645,0.6463,1.5641,0.7543,0.6503,0.688,0.567,0.603,0.838,0.758,0.637,0.508,0.845,3.876,1.215,3.283,0.331,1.419,4.144,1.260,1.752
default,49,0.785854,1.021180,0.256774,0.256549,0.000785,5923.32,64,32,0.3,32,0.5,0.05,0.728,0.116,1.3084,0.6699,1.3483,0.0257,0.6292,1.2232,0.5722,0.6273,0.823,0.772,0.714,0.867,0.831,0.794,0.881,0.835,4.158,1.443,3.573,0.214,1.660,3.766,1.483,1.687
v6-fb-final-v2,36,0.915058,1.164122,0.269198,0.261939,0.000793,4512.53,64,32,0.2,32,0.5,0.05,0.611,0.115,1.2212,0.6274,1.2515,0.0495,0.7523,1.2771,0.5691,0.6729,0.826,0.673,0.729,0.823,0.586,0.707,0.738,0.753,3.875,1.101,3.110,0.222,1.085,3.256,1.052,1.453
default,50,0.715890,1.199420,0.255512,0.260508,0.000785,6025.44,64,32,0.3,32,0.5,0.05,0.707,0.114,1.3457,0.6281,1.1611,0.0321,0.5840,1.4128,0.6495,0.6756,0.760,0.697,0.775,0.811,0.792,0.772,0.705,0.794,3.581,1.289,3.584,0.252,1.525,3.992,1.356,1.716
v6-fb-final-v2,37,0.918015,1.085412,0.272130,0.271357,0.000792,4615.51,64,32,0.2,32,0.5,0.05,0.669,0.115,1.5875,0.6102,1.4127,0.0648,0.5923,1.2992,0.5805,0.6010,0.743,0.692,0.678,0.823,0.826,0.714,0.838,0.857,4.172,1.205,3.281,0.232,1.428,3.168,1.436,1.572
default,51,0.713984,1.218875,0.252888,0.265075,0.000784,6127.29,64,32,0.3,32,0.5,0.05,0.651,0.113,1.3100,0.5809,1.4163,0.0319,0.5927,1.5040,0.5812,0.6261,0.741,0.741,0.654,0.847,0.794,0.651,0.823,0.755,3.504,1.104,3.476,0.259,1.282,3.562,1.343,1.408
v6-fb-final-v2,38,2.638539,1.093140,0.265750,0.254475,0.000792,4718.31,64,32,0.2,32,0.5,0.05,0.633,0.117,1.3185,0.5773,1.3824,0.0460,0.6079,1.2008,0.5682,0.6127,0.772,0.717,0.680,0.918,0.755,0.777,0.760,0.840,3.648,1.116,3.356,0.211,1.202,3.491,1.124,1.538
default,52,0.692378,1.186428,0.252198,0.265793,0.000783,6228.63,64,32,0.3,32,0.5,0.05,0.616,0.113,1.2926,0.6138,1.3276,0.0596,0.5774,1.2540,0.7177,0.6735,0.719,0.663,0.685,0.283,0.746,0.743,0.552,0.654,3.233,1.084,3.677,0.230,1.194,3.354,1.130,1.258
v6-fb-final-v2,39,0.873019,1.029099,0.263875,0.249138,0.000791,4820.46,64,32,0.2,32,0.5,0.05,0.607,0.116,1.2250,0.5732,1.2319,0.0506,0.5969,1.1021,0.6739,0.6536,0.804,0.700,0.760,0.898,0.751,0.799,0.666,0.768,3.519,1.069,3.096,0.216,1.211,3.150,1.211,1.479
default,53,0.743434,1.118587,0.258474,0.272262,0.000783,6331.17,64,32,0.3,32,0.5,0.05,0.695,0.114,1.4182,0.6689,1.3699,0.0378,0.7278,1.3006,0.5869,0.6574,0.755,0.758,0.707,0.891,0.763,0.794,0.780,0.789,3.811,1.660,3.413,0.232,1.543,3.533,1.280,1.560
v6-fb-final-v2,40,0.871874,1.259187,0.267356,0.303914,0.000791,4924.17,64,32,0.2,32,0.5,0.05,0.738,0.102,1.5562,0.5604,1.6345,0.1641,0.5801,1.4477,0.6638,0.6574,0.746,0.804,0.649,0.186,0.823,0.712,0.697,0.889,4.080,1.272,3.807,0.393,1.348,3.434,1.344,2.026
default,54,0.737906,1.172569,0.256181,0.273704,0.000782,6434.58,64,32,0.3,32,0.5,0.05,0.620,0.118,1.4060,0.6566,1.5123,0.0461,0.5790,1.4142,0.5834,0.6294,0.729,0.673,0.613,0.598,0.760,0.722,0.743,0.794,3.397,1.239,3.239,0.173,1.172,3.522,1.161,1.498
v6-fb-final-v2,41,0.855857,1.052580,0.265046,0.253313,0.000790,5028.93,64,32,0.2,32,0.5,0.05,0.585,0.118,1.3064,0.6117,1.2663,0.0456,0.5774,1.1383,0.6852,0.6211,0.768,0.649,0.605,0.908,0.785,0.755,0.654,0.828,3.530,1.069,2.466,0.203,1.217,3.131,1.212,1.558
default,55,0.699123,0.968289,0.255249,0.272087,0.000781,6536.90,64,32,0.3,32,0.5,0.05,0.580,0.120,1.5882,0.5555,1.3383,0.0592,0.6438,1.4058,0.5776,0.6155,0.642,0.743,0.680,0.431,0.758,0.646,0.748,0.772,3.202,1.123,2.948,0.149,1.288,3.185,1.157,1.349
v6-fb-final-v2,42,0.839648,1.087908,0.259777,0.265629,0.000790,5132.14,64,32,0.2,32,0.5,0.05,0.644,0.113,1.2526,0.6885,1.3301,0.0532,0.6066,1.3042,0.5960,0.6942,0.780,0.659,0.724,0.896,0.823,0.717,0.729,0.751,3.452,1.242,3.217,0.290,1.387,3.264,1.136,1.595
default,56,0.676804,1.127528,0.250672,0.269411,0.000781,6641.88,64,32,0.3,32,0.5,0.05,0.638,0.119,1.4290,0.5807,1.2787,0.0437,0.7083,1.3852,0.6193,0.6496,0.755,0.760,0.707,0.724,0.680,0.748,0.731,0.797,3.667,1.238,2.998,0.173,1.364,3.546,1.242,1.598
v6-fb-final-v2,43,0.829072,1.125929,0.259868,0.270075,0.000789,5238.71,64,32,0.2,32,0.5,0.05,0.602,0.118,1.4179,0.5465,1.3962,0.0697,0.6661,1.3627,0.5731,0.6263,0.729,0.731,0.617,0.700,0.690,0.613,0.753,0.789,3.465,1.022,3.042,0.213,1.393,3.071,1.123,1.462
default,57,0.676751,1.032769,0.243172,0.241128,0.000780,6748.78,64,32,0.3,32,0.5,0.05,0.594,0.121,1.2479,0.5507,1.2524,0.0388,0.5640,1.1600,0.5693,0.6047,0.801,0.736,0.724,0.504,0.731,0.789,0.823,0.782,3.568,1.058,3.142,0.118,1.099,3.234,1.348,1.392
v6-fb-final-v2,44,0.780002,1.137136,0.255304,0.259561,0.000789,5344.95,64,32,0.2,32,0.5,0.05,0.554,0.119,1.2858,0.6174,1.2068,0.0603,0.5942,1.2846,0.5894,0.7214,0.738,0.692,0.678,0.634,0.758,0.646,0.731,0.579,3.284,1.154,2.711,0.182,1.175,2.728,1.094,1.314
default,58,0.644291,1.142657,0.242732,0.262697,0.000779,6854.54,64,32,0.3,32,0.5,0.05,0.659,0.116,1.4639,0.6007,1.2755,0.0423,0.5605,1.3194,0.6369,0.6545,0.717,0.714,0.707,0.835,0.831,0.758,0.719,0.821,3.756,1.193,3.198,0.242,1.465,3.307,1.283,1.689
v6-fb-final-v2,45,0.766424,1.105014,0.253621,0.261120,0.000788,5450.73,64,32,0.2,32,0.5,0.05,0.630,0.117,1.3644,0.5639,1.3827,0.0782,0.5959,1.2582,0.5641,0.5969,0.729,0.760,0.692,0.799,0.828,0.753,0.768,0.845,3.480,1.175,2.972,0.229,1.533,3.302,1.160,1.550
default,59,0.629470,1.068353,0.240711,0.249615,0.000778,6957.67,64,32,0.3,32,0.5,0.05,0.603,0.117,1.2636,0.5902,1.1920,0.0276,0.6389,1.2179,0.6198,0.6528,0.736,0.690,0.777,0.862,0.712,0.758,0.688,0.785,3.094,1.103,3.446,0.168,1.296,3.025,1.204,1.530
v6-fb-final-v2,46,0.723844,1.162260,0.251684,0.283093,0.000787,5554.13,64,32,0.2,32,0.5,0.05,0.629,0.118,1.6238,0.6345,1.3170,0.0545,0.6331,1.5076,0.6601,0.6319,0.608,0.690,0.695,0.881,0.712,0.639,0.794,0.867,3.385,1.138,3.175,0.197,1.217,3.287,1.354,1.696
default,60,0.679011,1.259046,0.245748,0.278501,0.000777,7062.41,64,32,0.3,32,0.5,0.05,0.654,0.117,1.4183,0.6846,1.3154,0.0587,0.6710,1.3707,0.6510,0.6850,0.690,0.663,0.709,0.373,0.741,0.741,0.680,0.792,3.586,1.265,3.328,0.184,1.454,3.401,1.265,1.673
v6-fb-final-v2,47,0.708026,1.262036,0.250823,0.289336,0.000787,5658.18,64,32,0.2,32,0.5,0.05,0.687,0.113,1.4441,0.6700,1.5094,0.0774,0.6075,1.4987,0.6944,0.6141,0.734,0.717,0.663,0.867,0.738,0.605,0.656,0.818,3.668,1.376,3.604,0.316,1.255,3.595,1.261,1.588
default,61,0.632471,1.302279,0.240078,0.267615,0.000777,7165.31,64,32,0.3,32,0.5,0.05,0.640,0.117,1.4216,0.5932,1.3506,0.0359,0.6046,1.4630,0.6132,0.6226,0.676,0.753,0.676,0.753,0.741,0.753,0.729,0.797,3.534,1.259,2.997,0.189,1.295,3.649,1.280,1.602
v6-fb-final-v2,48,0.699566,1.216268,0.249095,0.304858,0.000786,5761.59,64,32,0.2,32,0.5,0.05,0.637,0.119,1.7069,0.5728,1.6434,0.0578,0.6865,1.5945,0.5955,0.7711,0.613,0.685,0.562,0.910,0.632,0.545,0.702,0.695,3.592,0.989,3.765,0.212,1.048,3.473,1.066,1.675
default,62,0.628454,1.036830,0.238121,0.260797,0.000776,7276.67,64,32,0.3,32,0.5,0.05,0.634,0.120,1.2626,0.5878,1.2181,0.0601,0.6092,1.4018,0.6373,0.6287,0.816,0.780,0.768,0.303,0.806,0.697,0.600,0.838,3.801,1.281,3.303,0.158,1.267,3.324,1.029,1.671
v6-fb-final-v2,49,0.733003,1.221944,0.247925,0.272449,0.000785,5873.41,64,32,0.2,32,0.5,0.05,0.628,0.117,1.3397,0.5652,1.3630,0.0627,0.6306,1.1887,0.8920,0.6190,0.765,0.690,0.707,0.910,0.772,0.743,0.562,0.818,3.303,1.096,2.994,0.240,1.375,3.247,1.426,1.575
default,63,0.560618,1.281847,0.232421,0.285344,0.000775,7397.35,64,32,0.3,32,0.5,0.05,0.610,0.117,1.3449,0.5760,1.4231,0.0278,0.9435,1.4215,0.6112,0.7309,0.707,0.760,0.656,0.910,0.370,0.663,0.722,0.659,3.282,1.130,3.258,0.176,1.322,3.263,1.129,1.510
v6-fb-final-v2,50,0.728077,1.225443,0.247634,0.281116,0.000785,5993.30,64,32,0.2,32,0.5,0.05,0.640,0.115,1.5918,0.6128,1.3264,0.0603,0.6120,1.2650,0.6045,0.8720,0.678,0.932,0.646,0.831,0.758,0.676,0.768,0.637,3.303,1.886,2.678,0.232,1.287,2.931,1.276,1.834
default,64,0.520053,1.350687,0.231317,0.289982,0.000774,7524.36,64,32,0.3,32,0.5,0.05,0.633,0.115,1.4433,0.5822,1.6345,0.0627,0.6110,1.5774,0.6269,0.6663,0.661,0.746,0.603,0.608,0.763,0.634,0.763,0.818,3.369,1.123,3.267,0.243,1.393,2.912,1.309,1.754
v6-fb-final-v2,51,0.685047,1.249625,0.246122,0.296237,0.000784,6122.82,64,32,0.2,32,0.5,0.05,0.666,0.109,1.4989,0.5762,1.5134,0.1414,0.6739,1.5069,0.5776,0.6348,0.712,0.734,0.692,0.896,0.772,0.663,0.806,0.811,3.644,1.086,3.312,0.365,1.419,3.374,1.315,1.463
default,65,0.525977,1.197502,0.230272,0.267062,0.000773,7651.44,64,32,0.3,32,0.5,0.05,0.633,0.118,1.3514,0.5803,1.4591,0.0470,0.5824,1.3994,0.5975,0.6323,0.772,0.816,0.668,0.741,0.743,0.748,0.688,0.823,3.773,1.310,3.242,0.171,1.212,3.328,1.103,1.615
v6-fb-final-v2,52,0.625460,1.150515,0.235624,0.268910,0.000783,6249.79,64,32,0.2,32,0.5,0.05,0.542,0.119,1.3179,0.6506,1.4467,0.0517,0.5997,1.2785,0.6759,0.6189,0.666,0.571,0.557,0.831,0.760,0.603,0.649,0.835,2.869,0.934,2.608,0.196,1.224,2.674,1.078,1.594
default,66,0.559385,1.010687,0.231696,0.238685,0.000772,7767.71,64,32,0.3,32,0.5,0.05,0.568,0.121,1.2689,0.5837,1.1390,0.0281,0.5655,1.1378,0.5790,0.6405,0.780,0.768,0.724,0.726,0.797,0.763,0.821,0.731,3.449,1.132,2.782,0.113,1.185,3.004,1.270,1.312
v6-fb-final-v2,53,0.642329,1.356391,0.240756,0.279867,0.000783,6365.10,64,32,0.2,32,0.5,0.05,0.575,0.117,1.2845,0.5872,1.4441,0.0675,0.6557,1.4971,0.6056,0.7247,0.763,0.751,0.632,0.923,0.726,0.598,0.736,0.593,3.456,1.268,2.666,0.200,1.156,2.839,1.140,1.402
default,67,0.482652,1.131593,0.225348,0.263080,0.000771,7877.77,64,32,0.3,32,0.5,0.05,0.575,0.120,1.3144,0.6163,1.3848,0.0305,0.5828,1.4075,0.6253,0.6183,0.705,0.668,0.678,0.910,0.789,0.692,0.692,0.801,3.033,1.040,3.090,0.152,1.248,3.064,1.140,1.451
v6-fb-final-v2,54,0.668466,1.280282,0.239885,0.277311,0.000782,6471.97,64,32,0.2,32,0.5,0.05,0.679,0.115,1.3414,0.5562,1.4914,0.0687,0.7071,1.4753,0.5828,0.6092,0.814,0.804,0.736,0.855,0.748,0.700,0.782,0.787,3.830,1.226,3.811,0.238,1.490,3.504,1.201,1.444
default,68,0.495785,1.298800,0.224446,0.275128,0.000770,7989.36,64,32,0.3,32,0.5,0.05,0.644,0.117,1.3894,0.6480,1.3431,0.0425,0.7684,1.2973,0.6329,0.6794,0.722,0.765,0.678,0.915,0.690,0.758,0.806,0.724,3.418,1.324,2.906,0.209,1.601,3.389,1.467,1.410
v6-fb-final-v2,55,0.633362,1.150235,0.238363,0.306666,0.000781,6583.85,64,32,0.2,32,0.5,0.05,0.646,0.120,1.7261,0.6520,1.7763,0.1030,0.6130,1.3976,0.6633,0.6194,0.620,0.630,0.528,0.184,0.775,0.692,0.552,0.814,4.159,1.118,3.324,0.177,1.276,3.666,1.054,1.464
default,69,0.469352,1.522151,0.220510,0.278576,0.000769,8121.81,64,32,0.3,32,0.5,0.05,0.655,0.113,1.3720,0.6150,1.4340,0.0293,0.6190,1.5442,0.6638,0.6949,0.753,0.826,0.680,0.930,0.768,0.702,0.668,0.765,3.589,1.354,3.167,0.254,1.391,3.426,1.181,1.616
v6-fb-final-v2,56,0.631305,1.245514,0.236164,0.287282,0.000781,6719.31,64,32,0.2,32,0.5,0.05,0.625,0.118,1.4707,0.5873,1.6245,0.0700,0.5886,1.4289,0.6666,0.6690,0.760,0.724,0.637,0.903,0.818,0.690,0.855,0.726,3.430,1.183,2.966,0.193,1.341,3.135,1.626,1.462
default,70,0.485308,1.145965,0.221130,0.255217,0.000769,8259.89,64,32,0.3,32,0.5,0.05,0.628,0.118,1.2574,0.6193,1.2716,0.0496,0.5945,1.2979,0.5948,0.6145,0.797,0.765,0.736,0.692,0.787,0.780,0.755,0.794,3.766,1.385,2.921,0.164,1.389,3.248,1.238,1.478
v6-fb-final-v2,57,0.603962,1.062300,0.227898,0.249595,0.000780,6854.86,64,32,0.2,32,0.5,0.05,0.556,0.121,1.3663,0.5567,1.3521,0.0363,0.5803,1.1419,0.5821,0.6159,0.743,0.702,0.649,0.843,0.792,0.731,0.666,0.755,3.381,1.021,2.800,0.152,1.256,2.918,1.006,1.313
default,71,0.489996,1.191182,0.223483,0.272248,0.000768,8387.13,64,32,0.3,32,0.5,0.05,0.612,0.118,1.3429,0.7150,1.1769,0.0489,0.6773,1.3702,0.6687,0.6923,0.673,0.734,0.736,0.562,0.692,0.608,0.738,0.760,3.121,1.369,3.118,0.165,1.244,3.224,1.325,1.501
v6-fb-final-v2,58,0.646028,1.322034,0.228750,0.276484,0.000779,6983.10,64,32,0.2,32,0.5,0.05,0.592,0.116,1.4641,0.5849,1.3586,0.0690,0.6214,1.4564,0.5989,0.6735,0.678,0.700,0.683,0.804,0.685,0.646,0.736,0.702,3.436,1.051,2.954,0.262,1.112,3.213,1.100,1.329
default,72,0.497598,1.256867,0.218042,0.282044,0.000767,8525.81,64,32,0.3,32,0.5,0.05,0.594,0.116,1.5299,0.7477,1.3440,0.0457,0.6286,1.3856,0.6208,0.7085,0.654,0.692,0.663,0.671,0.734,0.690,0.717,0.654,3.366,1.410,2.881,0.208,1.220,2.904,1.194,1.369
v6-fb-final-v2,59,0.587413,1.170427,0.231673,0.277149,0.000778,7120.24,64,32,0.2,32,0.5,0.05,0.631,0.120,1.6330,0.6243,1.4663,0.0515,0.5839,1.3071,0.6564,0.6114,0.717,0.659,0.722,0.913,0.785,0.726,0.671,0.833,3.666,1.145,3.517,0.170,1.290,3.058,1.258,1.572
default,73,0.456930,1.806666,0.216195,0.310534,0.000766,8663.00,64,32,0.3,32,0.5,0.05,0.733,0.110,1.4355,0.6768,1.7703,0.0737,0.6394,1.6929,0.6499,0.7280,0.738,0.794,0.625,0.850,0.797,0.697,0.755,0.719,3.695,1.465,3.767,0.379,1.559,3.681,1.373,1.634
v6-fb-final-v2,60,0.570513,1.180317,0.224140,0.275261,0.000777,7256.07,64,32,0.2,32,0.5,0.05,0.593,0.119,1.3346,0.5757,1.3808,0.0957,0.6231,1.3132,0.6239,0.7178,0.775,0.755,0.705,0.460,0.738,0.707,0.680,0.668,3.305,1.122,3.086,0.180,1.270,3.156,1.071,1.460
default,74,0.467952,1.131963,0.212641,0.264325,0.000765,8780.69,64,32,0.3,32,0.5,0.05,0.629,0.120,1.4530,0.7369,1.3520,0.0276,0.5723,1.2696,0.5886,0.6275,0.695,0.668,0.705,0.850,0.833,0.765,0.734,0.760,3.592,1.438,3.179,0.148,1.386,3.430,1.165,1.348
v6-fb-final-v2,61,0.540529,1.558247,0.223544,0.305978,0.000777,7372.45,64,32,0.2,32,0.5,0.05,0.680,0.114,1.4010,0.6493,1.5352,0.1301,0.6530,1.6367,0.6929,0.6617,0.729,0.661,0.714,0.390,0.785,0.649,0.835,0.821,3.626,1.212,3.302,0.239,1.527,3.363,1.599,1.698
default,75,0.435323,1.343008,0.211066,0.266565,0.000764,8904.38,64,32,0.3,32,0.5,0.05,0.650,0.117,1.1736,0.6265,1.4308,0.0587,0.6068,1.3876,0.6066,0.6508,0.760,0.695,0.782,0.421,0.765,0.697,0.768,0.831,3.389,1.240,3.645,0.192,1.360,3.274,1.218,1.693
v6-fb-final-v2,62,0.563160,1.342492,0.226490,0.269752,0.000776,7493.83,64,32,0.2,32,0.5,0.05,0.634,0.117,1.5587,0.5801,1.4894,0.0437,0.6058,1.2762,0.5898,0.6221,0.666,0.818,0.620,0.913,0.874,0.743,0.741,0.785,3.543,1.277,3.162,0.237,1.543,3.234,1.068,1.438
default,76,0.443574,1.666405,0.211700,0.289264,0.000763,9022.73,64,32,0.3,32,0.5,0.05,0.641,0.111,1.3730,0.6474,1.5556,0.0380,0.6500,1.5998,0.6264,0.7252,0.755,0.751,0.663,0.903,0.787,0.680,0.741,0.729,3.514,1.253,3.127,0.278,1.435,3.188,1.186,1.543
v6-fb-final-v2,63,0.535598,1.299533,0.219688,0.273970,0.000775,7613.85,64,32,0.2,32,0.5,0.05,0.589,0.115,1.3583,0.5833,1.3801,0.0805,0.6676,1.3292,0.6192,0.6675,0.753,0.671,0.692,0.676,0.692,0.697,0.726,0.777,3.483,1.020,2.961,0.227,1.143,2.966,1.114,1.528
default,77,0.462676,1.225503,0.215950,0.283406,0.000762,9143.47,64,32,0.3,32,0.5,0.05,0.628,0.117,1.5454,0.7016,1.5022,0.0301,0.6752,1.3230,0.6659,0.6580,0.646,0.625,0.598,0.923,0.751,0.671,0.697,0.780,3.381,1.418,3.201,0.191,1.485,2.988,1.157,1.576
v6-fb-final-v2,64,0.523567,1.192592,0.221823,0.260947,0.000774,7731.92,64,32,0.2,32,0.5,0.05,0.573,0.117,1.2724,0.6477,1.3087,0.0606,0.6287,1.2671,0.5828,0.6329,0.717,0.654,0.666,0.964,0.782,0.683,0.777,0.789,2.899,1.142,2.685,0.263,1.293,2.757,1.162,1.519
default,78,0.414986,1.286945,0.209330,0.278188,0.000760,9267.30,64,32,0.3,32,0.5,0.05,0.583,0.117,1.3971,0.6494,1.4237,0.0740,0.6244,1.4496,0.5764,0.6456,0.702,0.552,0.678,0.395,0.753,0.695,0.748,0.734,3.349,1.046,2.762,0.227,1.242,3.203,1.028,1.429
v6-fb-final-v2,65,0.502783,1.233461,0.216886,0.288594,0.000773,7855.56,64,32,0.2,32,0.5,0.05,0.596,0.120,1.8733,0.6745,1.4277,0.0566,0.6120,1.3319,0.6055,0.6642,0.576,0.523,0.700,0.845,0.700,0.700,0.676,0.843,3.603,0.995,3.008,0.139,1.191,2.878,1.053,1.977
default,79,0.425247,1.478741,0.207593,0.309719,0.000759,9405.83,64,32,0.3,32,0.5,0.05,0.629,0.116,1.6582,0.5666,1.8268,0.0715,0.6412,1.7479,0.5898,0.6490,0.666,0.724,0.646,0.637,0.719,0.673,0.763,0.758,4.103,0.998,3.239,0.170,1.300,3.393,1.205,1.405
v6-fb-final-v2,66,0.532850,1.192935,0.216362,0.266093,0.000772,7993.67,64,32,0.2,32,0.5,0.05,0.599,0.117,1.3449,0.5811,1.3216,0.0590,0.6270,1.3013,0.6747,0.6397,0.738,0.845,0.700,0.908,0.748,0.714,0.630,0.799,3.088,1.464,2.919,0.215,1.231,3.023,1.123,1.501
default,80,0.425942,1.456517,0.204911,0.302368,0.000758,9538.70,64,32,0.3,32,0.5,0.05,0.646,0.118,1.3652,0.7138,1.5550,0.0558,0.7234,1.5783,0.7100,0.7440,0.748,0.775,0.690,0.751,0.734,0.688,0.845,0.753,3.490,1.392,3.249,0.166,1.380,3.168,1.539,1.554
v6-fb-final-v2,67,0.501388,1.176614,0.214463,0.260899,0.000771,8125.08,64,32,0.2,32,0.5,0.05,0.566,0.115,1.2822,0.6305,1.3145,0.0604,0.5881,1.3540,0.5892,0.6046,0.748,0.676,0.654,0.930,0.753,0.659,0.678,0.804,3.230,1.122,2.708,0.227,1.205,2.895,1.025,1.406
default,81,0.398314,1.101429,0.204287,0.260792,0.000757,9666.00,64,32,0.3,32,0.5,0.05,0.547,0.120,1.2961,0.5518,1.4345,0.0430,0.5792,1.2699,0.6367,0.6628,0.700,0.741,0.625,0.668,0.673,0.680,0.634,0.610,3.106,1.063,3.128,0.165,0.967,2.845,1.108,1.212
v6-fb-final-v2,68,0.462147,1.255235,0.208740,0.277994,0.000770,8252.47,64,32,0.2,32,0.5,0.05,0.568,0.118,1.4493,0.6274,1.4632,0.0698,0.6235,1.3317,0.6391,0.6440,0.734,0.625,0.685,0.932,0.772,0.726,0.729,0.772,3.279,0.989,2.763,0.194,1.314,2.915,1.184,1.331
default,82,0.439960,1.293993,0.208660,0.256028,0.000756,9787.21,64,32,0.3,32,0.5,0.05,0.560,0.115,1.3154,0.6335,1.2624,0.0440,0.6162,1.2296,0.5984,0.6349,0.722,0.588,0.683,0.966,0.748,0.729,0.719,0.748,3.116,1.032,2.682,0.291,1.161,2.905,1.030,1.259
v6-fb-final-v2,69,0.476813,1.405626,0.210280,0.292416,0.000769,8374.09,64,32,0.2,32,0.5,0.05,0.575,0.114,1.5098,0.6652,1.4254,0.0759,0.7444,1.5147,0.6106,0.6458,0.630,0.593,0.661,0.964,0.632,0.654,0.717,0.734,3.091,1.003,2.809,0.299,1.214,2.954,1.074,1.362
default,83,0.415177,1.505231,0.203184,0.299283,0.000755,9925.71,64,32,0.3,32,0.5,0.05,0.580,0.118,1.6020,0.6386,1.6621,0.0429,0.6657,1.4933,0.6852,0.7051,0.528,0.683,0.499,0.753,0.705,0.603,0.731,0.729,3.353,1.030,3.063,0.188,1.190,2.898,1.204,1.398
v6-fb-final-v2,70,0.445631,1.234815,0.208705,0.276641,0.000769,8512.50,64,32,0.2,32,0.5,0.05,0.589,0.117,1.5121,0.6009,1.4350,0.0831,0.5989,1.4059,0.5550,0.6255,0.649,0.702,0.673,0.966,0.787,0.709,0.741,0.758,3.161,1.124,2.960,0.267,1.274,3.037,1.056,1.385
