severity,type,description,competition_slug,season,event_name,caption_name,score,count
error,non_standard_caption,"Non-standard caption name found: "Penalties"",,,,Penalties,,8035
error,non_standard_caption,"Non-standard caption name found: "7 Music Ensemble"",,,,7 Music Ensemble,17.1,127
error,non_standard_caption,"Non-standard caption name found: "4 Visual Ensemble"",,,,4 Visual Ensemble,17.4,127
error,non_standard_caption,"Non-standard caption name found: "2 Music Effect"",,,,2 Music Effect,23.8,127
error,non_standard_caption,"Non-standard caption name found: "1 Visual Effect"",,,,1 Visual Effect,23.7,127
error,non_standard_caption,"Non-standard caption name found: "Visual Comm"",,,,Visual Comm,8.8,101
error,non_standard_caption,"Non-standard caption name found: "Music Comm"",,,,Music Comm,9.1,101
error,non_standard_caption,"Non-standard caption name found: "6 Brass"",,,,6 Brass,17.2,101
error,non_standard_caption,"Non-standard caption name found: "5 Color Guard"",,,,5 Color Guard,18.2,101
error,non_standard_caption,"Non-standard caption name found: "8 Percussion"",,,,8 Percussion,17,100
error,non_standard_caption,"Non-standard caption name found: "Visual"",,,,Visual,99.5,39
error,non_standard_caption,"Non-standard caption name found: "Visual Performance"",,,,Visual Performance,93,33
error,non_standard_caption,"Non-standard caption name found: "Overall Impression"",,,,Overall Impression,93,33
error,non_standard_caption,"Non-standard caption name found: "Music Performance"",,,,Music Performance,92,33
error,non_standard_caption,"Non-standard caption name found: "Woodwind"",,,,Woodwind,98,29
error,non_standard_caption,"Non-standard caption name found: "Vocal"",,,,Vocal,97.5,25
error,non_standard_caption,"Non-standard caption name found: "Special Perc"",,,,Special Perc,38.9,12
error,non_standard_caption,"Non-standard caption name found: "Special GE"",,,,Special GE,78.5,12
error,non_standard_caption,"Non-standard caption name found: "Special CG"",,,,Special CG,38.6,12
error,non_standard_caption,"Non-standard caption name found: "Special Brass"",,,,Special Brass,38.9,12
error,non_standard_caption,"Non-standard caption name found: "Special - Visual Proficiency"",,,,Special - Visual Proficiency,38.75,12
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Visual,95,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Visual,90,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Visual,90,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Visual,93,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Visual,97.5,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Visual,95.5,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Visual,89,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Visual,82.5,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Visual,87.5,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Visual,99.5,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2018-dci-performers-showcase-venue-4,2018,"DCI Performers Showcase - Venue 4",Visual,85,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2018-dci-performers-showcase-venue-4,2018,"DCI Performers Showcase - Venue 4",Visual,83.5,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2018-dci-performers-showcase-venue-4,2018,"DCI Performers Showcase - Venue 4",Visual,89.5,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,88,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,86.5,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,84,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,92,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,99,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,89,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,91.5,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,89,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,85,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,87,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,91,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,89.5,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,93,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,91.5,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,91.5,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,95.5,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,96,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,87.5,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,90.5,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,90.5,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,90.5,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,97,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,94.75,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,95,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,94.5,
error,category_as_caption,"Category name "Visual" appearing as caption (should be in category_scores, not caption_scores)",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,98,
error,score_out_of_range,"Score 99.5 exceeds normal 0-20pt range for caption "Visual"",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Visual,99.5,
error,score_out_of_range,"Score 99 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,99,
error,score_out_of_range,"Score 99 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,99,
error,score_out_of_range,"Score 98.5 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,98.5,
error,score_out_of_range,"Score 98 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,98,
error,score_out_of_range,"Score 98 exceeds normal 0-20pt range for caption "Woodwind"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Woodwind,98,
error,score_out_of_range,"Score 97.5 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-1,2017,"DCI Performers Showcase - Venue 1",Percussion,97.5,
error,score_out_of_range,"Score 97.5 exceeds normal 0-20pt range for caption "Vocal"",2018-dci-performers-showcase-venue-4,2018,"DCI Performers Showcase - Venue 4",Vocal,97.5,
error,score_out_of_range,"Score 97.5 exceeds normal 0-20pt range for caption "Visual"",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Visual,97.5,
error,score_out_of_range,"Score 97.5 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,97.5,
error,score_out_of_range,"Score 97.5 exceeds normal 0-20pt range for caption "Woodwind"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Woodwind,97.5,
error,score_out_of_range,"Score 97 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,97,
error,score_out_of_range,"Score 97 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-1,2017,"DCI Performers Showcase - Venue 1",Brass,97,
error,score_out_of_range,"Score 97 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,97,
error,score_out_of_range,"Score 97 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,97,
error,score_out_of_range,"Score 96.5 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,96.5,
error,score_out_of_range,"Score 96.5 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,96.5,
error,score_out_of_range,"Score 96.5 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,96.5,
error,score_out_of_range,"Score 96.2 exceeds normal 0-20pt range for caption "Vocal"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Vocal,96.2,
error,score_out_of_range,"Score 96 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,96,
error,score_out_of_range,"Score 96 exceeds normal 0-20pt range for caption "Vocal"",2018-dci-performers-showcase-venue-4,2018,"DCI Performers Showcase - Venue 4",Vocal,96,
error,score_out_of_range,"Score 96 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,96,
error,score_out_of_range,"Score 96 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,96,
error,score_out_of_range,"Score 96 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,96,
error,score_out_of_range,"Score 95.5 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,95.5,
error,score_out_of_range,"Score 95.5 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-1,2017,"DCI Performers Showcase - Venue 1",Brass,95.5,
error,score_out_of_range,"Score 95.5 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,95.5,
error,score_out_of_range,"Score 95.5 exceeds normal 0-20pt range for caption "Visual"",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Visual,95.5,
error,score_out_of_range,"Score 95.5 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,95.5,
error,score_out_of_range,"Score 95.5 exceeds normal 0-20pt range for caption "Woodwind"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Woodwind,95.5,
error,score_out_of_range,"Score 95 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,95,
error,score_out_of_range,"Score 95 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-1,2017,"DCI Performers Showcase - Venue 1",Percussion,95,
error,score_out_of_range,"Score 95 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,95,
error,score_out_of_range,"Score 95 exceeds normal 0-20pt range for caption "Visual"",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Visual,95,
error,score_out_of_range,"Score 95 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-1,2019,"DCI Performers Showcase - Venue 1",Percussion,95,
error,score_out_of_range,"Score 94.75 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,94.75,
error,score_out_of_range,"Score 94.5 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,94.5,
error,score_out_of_range,"Score 94.5 exceeds normal 0-20pt range for caption "Woodwind"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Woodwind,94.5,
error,score_out_of_range,"Score 94.5 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,94.5,
error,score_out_of_range,"Score 94.5 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,94.5,
error,score_out_of_range,"Score 94.4 exceeds normal 0-20pt range for caption "Vocal"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Vocal,94.4,
error,score_out_of_range,"Score 94 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,94,
error,score_out_of_range,"Score 94 exceeds normal 0-20pt range for caption "Woodwind"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Woodwind,94,
error,score_out_of_range,"Score 94 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,94,
error,score_out_of_range,"Score 94 exceeds normal 0-20pt range for caption "Woodwind"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Woodwind,94,
error,score_out_of_range,"Score 93.75 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,93.75,
error,score_out_of_range,"Score 93.5 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,93.5,
error,score_out_of_range,"Score 93.5 exceeds normal 0-20pt range for caption "Woodwind"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Woodwind,93.5,
error,score_out_of_range,"Score 93.5 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,93.5,
error,score_out_of_range,"Score 93.5 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,93.5,
error,score_out_of_range,"Score 93 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,93,
error,score_out_of_range,"Score 93 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,93,
error,score_out_of_range,"Score 93 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,93,
error,score_out_of_range,"Score 93 exceeds normal 0-20pt range for caption "Woodwind"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Woodwind,93,
error,score_out_of_range,"Score 93 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Brass,93,
error,score_out_of_range,"Score 93 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Brass,93,
error,score_out_of_range,"Score 93 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-1,2017,"DCI Performers Showcase - Venue 1",Percussion,93,
error,score_out_of_range,"Score 93 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-1,2017,"DCI Performers Showcase - Venue 1",Brass,93,
error,score_out_of_range,"Score 93 exceeds normal 0-20pt range for caption "Visual"",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Visual,93,
error,score_out_of_range,"Score 93 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-1,2019,"DCI Performers Showcase - Venue 1",Percussion,93,
error,score_out_of_range,"Score 93 exceeds normal 0-20pt range for caption "Visual Performance"",2023-rotary-music-festival,2023,"Rotary Music Festival",Visual Performance,93,
error,score_out_of_range,"Score 93 exceeds normal 0-20pt range for caption "Overall Impression"",2023-rotary-music-festival,2023,"Rotary Music Festival",Overall Impression,93,
error,score_out_of_range,"Score 92.5 exceeds normal 0-20pt range for caption "Woodwind"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Woodwind,92.5,
error,score_out_of_range,"Score 92.5 exceeds normal 0-20pt range for caption "Woodwind"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Woodwind,92.5,
error,score_out_of_range,"Score 92.5 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-1,2017,"DCI Performers Showcase - Venue 1",Percussion,92.5,
error,score_out_of_range,"Score 92.5 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-1,2017,"DCI Performers Showcase - Venue 1",Brass,92.5,
error,score_out_of_range,"Score 92.5 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,92.5,
error,score_out_of_range,"Score 92.5 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,92.5,
error,score_out_of_range,"Score 92.5 exceeds normal 0-20pt range for caption "Woodwind"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Woodwind,92.5,
error,score_out_of_range,"Score 92.5 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-1,2019,"DCI Performers Showcase - Venue 1",Percussion,92.5,
error,score_out_of_range,"Score 92.4 exceeds normal 0-20pt range for caption "Vocal"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Vocal,92.4,
error,score_out_of_range,"Score 92 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,92,
error,score_out_of_range,"Score 92 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-1,2017,"DCI Performers Showcase - Venue 1",Percussion,92,
error,score_out_of_range,"Score 92 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-1,2017,"DCI Performers Showcase - Venue 1",Percussion,92,
error,score_out_of_range,"Score 92 exceeds normal 0-20pt range for caption "Percussion"",2018-dci-performers-showcase-venue-1,2018,"DCI Performers Showcase - Venue 1",Percussion,92,
error,score_out_of_range,"Score 92 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,92,
error,score_out_of_range,"Score 92 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,92,
error,score_out_of_range,"Score 92 exceeds normal 0-20pt range for caption "Music Performance"",2023-rotary-music-festival,2023,"Rotary Music Festival",Music Performance,92,
error,score_out_of_range,"Score 91.75 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,91.75,
error,score_out_of_range,"Score 91.5 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,91.5,
error,score_out_of_range,"Score 91.5 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,91.5,
error,score_out_of_range,"Score 91.5 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,91.5,
error,score_out_of_range,"Score 91.5 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,91.5,
error,score_out_of_range,"Score 91.5 exceeds normal 0-20pt range for caption "Woodwind"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Woodwind,91.5,
error,score_out_of_range,"Score 91.5 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-1,2017,"DCI Performers Showcase - Venue 1",Brass,91.5,
error,score_out_of_range,"Score 91.5 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,91.5,
error,score_out_of_range,"Score 91.4 exceeds normal 0-20pt range for caption "Vocal"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Vocal,91.4,
error,score_out_of_range,"Score 91 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,91,
error,score_out_of_range,"Score 91 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,91,
error,score_out_of_range,"Score 91 exceeds normal 0-20pt range for caption "Vocal"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Vocal,91,
error,score_out_of_range,"Score 91 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,91,
error,score_out_of_range,"Score 91 exceeds normal 0-20pt range for caption "Woodwind"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Woodwind,91,
error,score_out_of_range,"Score 91 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-1,2017,"DCI Performers Showcase - Venue 1",Percussion,91,
error,score_out_of_range,"Score 91 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-1,2017,"DCI Performers Showcase - Venue 1",Brass,91,
error,score_out_of_range,"Score 91 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-3,2019,"DCI Performers Showcase - Venue 3",Percussion,91,
error,score_out_of_range,"Score 91 exceeds normal 0-20pt range for caption "Vocal"",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Vocal,91,
error,score_out_of_range,"Score 91 exceeds normal 0-20pt range for caption "Woodwind"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Woodwind,91,
error,score_out_of_range,"Score 91 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,91,
error,score_out_of_range,"Score 91 exceeds normal 0-20pt range for caption "Percussion"",2019-dci-performers-showcase-venue-1,2019,"DCI Performers Showcase - Venue 1",Percussion,91,
error,score_out_of_range,"Score 91 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-1,2019,"DCI Performers Showcase - Venue 1",Brass,91,
error,score_out_of_range,"Score 90.5 exceeds normal 0-20pt range for caption "Percussion"",2017-dci-performers-showcase-venue-3,2017,"DCI Performers Showcase - Venue 3",Percussion,90.5,
error,score_out_of_range,"Score 90.5 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,90.5,
error,score_out_of_range,"Score 90.5 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,90.5,
error,score_out_of_range,"Score 90.5 exceeds normal 0-20pt range for caption "Visual"",2017-dci-performers-showcase-venue-4,2017,"DCI Performers Showcase - Venue 4",Visual,90.5,
error,score_out_of_range,"Score 90.5 exceeds normal 0-20pt range for caption "Woodwind"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Woodwind,90.5,
error,score_out_of_range,"Score 90.5 exceeds normal 0-20pt range for caption "Brass"",2017-dci-performers-showcase-venue-2,2017,"DCI Performers Showcase - Venue 2",Brass,90.5,
error,score_out_of_range,"Score 90.5 exceeds normal 0-20pt range for caption "Vocal"",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Vocal,90.5,
error,score_out_of_range,"Score 90.5 exceeds normal 0-20pt range for caption "Vocal"",2019-dci-performers-showcase-venue-4,2019,"DCI Performers Showcase - Venue 4",Vocal,90.5,
error,score_out_of_range,"Score 90.5 exceeds normal 0-20pt range for caption "Woodwind"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Woodwind,90.5,
error,score_out_of_range,"Score 90.5 exceeds normal 0-20pt range for caption "Brass"",2019-dci-performers-showcase-venue-2,2019,"DCI Performers Showcase - Venue 2",Brass,90.5,
